Number,Contract Company,Contract Type,Title,ERP Status,Status,Executed,Original Contract Amount,Approved Change Orders,Revised Contract Amount,Pending Change Orders,Draft Change Orders,Invoiced,Payments Issued,% Paid,Remaining Balance Outstanding,Signatures Required,Private,Vendor,Primary Contact,Vendor Zip Code,Vendor Street,Vendor State,Company Name,Vendor Fax,Vendor Phone,Project Number,Project Name,Vendor City,Email Address,Description,Signed Contract Received Date,Article 4 Subcontractor Bond,Article 8.4.1 Completed Operations Limit,Article 8.4.1 General Aggregate Limit,Article 8.5.1 Umbrella Limit,ME&S License Holder Name
23015.038,Distinctive Surfaces of,Subcontract,Solid Surface Sill,Synced,Approved,Yes,49500,350,49850,0,0,0,0,0,49850,,Yes,Distinctive Surfaces of,,34240,"Florida, Inc.
8272 Vico Court",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-377-7997,941-377-7747,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p>Subcontractor:              Distinctive Surfaces of Florida, Inc.</p>
<p>Scope / Title:                Solid Surface Sills</p>
<p>Cost Code:                   010.06-400.S</p>
<p>Amount:                      $49,500</p>
<p> </p>
<p>Subcontractor Bond:       No</p>
<p> </p>
<p>Insurance Limits:      Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</p>",5/3/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.514,Clifton Steel,Purchase Order,WonderTiles,Synced,Approved,Yes,1546.22,0,1546.22,0,0,0,0,0,1546.22,,Yes,Clifton Steel,,44137,16500 Rockside Road,OH,"McIntyre Elwell & Strammer General Contractors, Inc.",216-662-6107,216-662-6111,MES-23-015,Bay Haven Bldg 1 Construction,Maple Heights,,"<p>Furnish and deliver the following:</p>
<p> </p>
<ul>
<li>Quantity (8) WonderTile - .25"" Thk. Ballistic Panel w/ mounting holes</li>
<li>CL-7805 Powdercoated all surfaces - Wrinkle Finish Black</li>
<li>Provide shop drawings for approval</li>
</ul>",8/27/2024,,,,,
23015.515,Pinecraft Scaffolding Inc,Purchase Order,Elevator Tower Scaffolding,Synced,Approved,Yes,6715.8,0,6715.8,0,0,0,0,0,6715.8,,Yes,Pinecraft Scaffolding Inc,,34240,1972 Barber Rd,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-378-4412,941-378-4411,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p>Provide all labor, material and equipment as required to install scaffolding for the elevator tower per Pinecraft bid #2677 as established by site visit with Project Superintendent on 5/10/24. </p>
<ol>
<li>Provide system stair tower and scaffolding to 24'</li>
<li>Includes all equipment handling and equipment required for installation</li>
<li>Includes all labor to erect and dismantle at completion of rental duration</li>
<li>Rental rates shall be established by bid #2677 unit rates</li>
<li>Erection to commence Wednesday 5/15/24</li>
</ol>
<br>
<div style=""text-align:center;""><span style=""font-size:24pt;""><span style=""color:#ff0000;"">RECD WET SIGNED 7/15/2024</span></span></div>",7/15/2024,,,,,
23015.516,"Doudney Sheet Metal Works, Inc",Purchase Order,Fabricated Scuppers,Synced,Approved,Yes,11560,6150,17710,0,0,0,0,0,17710,,Yes,"Doudney Sheet Metal Works, Inc",,34232,715 Gantt Ave,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-377-3460,(941) 371-4800,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,<p>Furnish (40) stainless steel fabricated scuppers. Scuppers to be continuously welded. All scuppers to be fabricated equal to the approved mock-up. Includes all necessary labor and material to correct defects should they be present. </p>,5/20/2024,,,,,
23015.039,SASS Shutters and Sunshades,Subcontract,Roller Shades ,Synced,Approved,Yes,64328,0,64328,0,0,0,0,0,64328,,Yes,SASS Shutters and Sunshades,,34236,"Florida LLC
97 S Pineapple Ave",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-770-7277,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,,6/7/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.517,"Doudney Sheet Metal Works, Inc",Purchase Order, Electrical Enclosure,Synced,Approved,Yes,2350,0,2350,0,0,0,0,0,2350,,Yes,"Doudney Sheet Metal Works, Inc",,34232,715 Gantt Ave,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-377-3460,(941) 371-4800,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p>Furnish and install electrical enclosure box to contain wall mounted electrical switches. Includes field measuring and installation. Enclosure to be painted black. Includes hinged door, open back, and all miscellaneous hardware and accessories for a lockable cube enclosure. </p>
<p style=""text-align:center;""><br><br><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",6/18/2024,,,,,
23015.518,New View Cleaning Services Inc,Purchase Order,Final Cleaning,Synced,Approved,Yes,8400,200,8600,0,0,0,0,0,8600,,Yes,New View Cleaning Services Inc,,34222-4008,2411 10th St Ct E Unit B,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-955-4090,941-955-4060,MES-23-015,Bay Haven Bldg 1 Construction,Ellenton,,"<p><span style=""font-size:8pt;""><br>Provide final cleaning services for Bay Haven Phase #1. Final cleaning shall include:</span></p>
<p> </p>
<p><span style=""font-size:8pt;"">Final and touch up cleaning of remodeled wings of school, approx. 14,000 sq. ft. to include the following:</span></p>
<ul>
<li><span style=""font-size:8pt;"">Windows &amp; frames in, out &amp; between, two story. Exterior to be done via separate mobilization</span></li>
<li><span style=""font-size:8pt;"">Wipe all doors &amp; hardware</span></li>
<li><span style=""font-size:8pt;"">Detail clean all bathrooms</span></li>
<li><span style=""font-size:8pt;"">Clean all mechanical, AC and equipment rooms</span></li>
<li><span style=""font-size:8pt;"">Detail clean all cabinets inside &amp; out on all sides. </span></li>
<li><span style=""font-size:8pt;"">Dust accent walls (dark colors)</span></li>
<li><span style=""font-size:8pt;"">Baseboards</span></li>
<li><span style=""font-size:8pt;"">Electrical fixtures and a/c vents in ceilings</span></li>
<li><span style=""font-size:8pt;"">Vacuum carpets</span></li>
<li><span style=""font-size:8pt;"">Vacuum &amp; mop all hard surface floors</span></li>
<li><span style=""font-size:8pt;"">Polish all stainless equipment in kitchen </span></li>
<li><span style=""font-size:8pt;"">Sweep out all storage areas and hallways</span></li>
<li><span style=""font-size:8pt;"">In halls clean lights, stairways, railings and fixturing</span></li>
<li><span style=""font-size:8pt;"">Polish thresholds</span></li>
<li><span style=""font-size:8pt;"">Clean all window sills</span></li>
<li><span style=""font-size:8pt;"">Includes all components of a complete construction clean</span></li>
<li><span style=""font-size:8pt;"">First clean to occur by 7/18/24, final clean to occur by 8/8/24. </span></li>
<li>
<span style=""font-size:8pt;"">Includes option 1: Exterior window clean $700.00</span><br>
<p> </p>
<p style=""text-align:center;""><em><strong><span style=""font-size:9.5pt;""><br><span style=""font-size:8pt;"">ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</span><br></span></strong></em></p>
</li>
</ul>",8/22/2024,,,,,
23015.033,"Trimak Building Systems, Inc.",Subcontract,Building #5 Furnish and Erect,Synced,Approved,Yes,184626.53,5400,190026.53,0,0,0,0,0,190026.53,,Yes,"Trimak Building Systems, Inc.",,33563,2502 Frontage Park Place,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,813-800-4766,MES-23-015,Bay Haven Bldg 1 Construction,Plant City,,"<p><span style=""text-decoration:underline;"">CE #170 - Building #5 Furnish and Erect</span></p>
<p>Subcontract to Trimak.</p>
<p> </p>
<p>Amount: $184,626.53</p>
<p>CC: 010.13-640.S</p>
<p> </p>
<p>Schedule attached</p>
<p>Use original contract documents</p>
<p> </p>
<ol>
<li><span style=""font-size:9.0pt;"">Provide all labor, materials and equipment to completely design, engineer, furnish, and erect Bay Haven building #5 covered play structure.</span></li>
<li><span style=""font-size:9.0pt;"">Includes complete shop drawing and calculation preparation signed and sealed by a registered Florida Professional Engineer. Includes all necessary drawing revisions required by owner and EOR required to meet the design intent. </span></li>
<li><span style=""font-size:9.0pt;"">Furnish all anchor bolts to be set by others. </span></li>
<li><span style=""font-size:9.0pt;"">Includes roof insulation and liner panels. VRR R-16 insulation with 26 Ga liner panels.</span></li>
<li><span style=""font-size:9.0pt;"">All finish selections to be made by AOR via shop drawing, submittal, and sample selection.</span></li>
<li><span style=""font-size:9.0pt;"">Includes galvanization of all structural steel, including, but not limited to, mainframes, purlins, girts, and miscellaneous metals. </span></li>
<li><span style=""font-size:9.0pt;"">Includes all gutters and downspouts. Includes calculations for necessary downspout / gutter quantity and size. </span></li>
<li><span style=""font-size:9.0pt;"">Building design to be in strict accordance with structural engineer of record design parameters set forth by the project specifications and or structural design documents. Reference contract documents exhibit. </span></li>
<li><span style=""font-size:9.0pt;"">Includes all specified warranties.</span></li>
<li><span style=""font-size:9.0pt;"">Includes all necessary equipment for erection. </span></li>
<li><span style=""font-size:9.0pt;"">Includes verification of anchor bolt layout prior to concrete pour by others. </span></li>
<li><span style=""font-size:9.0pt;"">Includes all necessary engineering and provisions for fans to be installed by others. Loads to be provided. </span></li>
<li><span style=""font-size:9.0pt;"">Includes all incidentals required for the complete and proper installation of your work scope. </span></li>
<li><span style=""font-size:9.0pt;"">All layout and establishment of elevations required for the complete and proper installation of your work scope. Benchmark to be provided by others. </span></li>
<li><span style=""font-size:9.0pt;"">Includes offloading, staging and installation of building insulation. Delivery date to be coordinated with ME&amp;S. Includes all necessary temporary weather protection, if required. </span></li>
<li><span style=""font-size:9.0pt;"">It is understood that this facility is to remain in operation during construction. All necessary measures will be taken to eliminate impacts to the operations of the facility to the extent possible.</span></li>
<li><span style=""font-size:9.0pt;"">Buildings to comply with standard FBC requirements for building load and deflection.  </span></li>
<li><span style=""font-size:9.0pt;"">Includes inventory of all metal building materials upon delivery.</span></li>
<li><span style=""font-size:9.0pt;"">Material shall be stored on dunnage without contact with the ground.</span></li>
<li>Includes the following alternates:
<ol>
<li>Trapezoidal standing seam roof, color selection by Architect (standard color, solar white or equal) ADD $10,558.33</li>
<li>Seamer rental ADD $1,500.00</li>
<li>Remobilization for liners following electrical rough-in ADD $2,500.00</li>
</ol>
</li>
</ol>",8/28/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.519,Florida Chalkboard Co.,Purchase Order,Markerboards and Tackboards,Synced,Approved,Yes,36000,0,36000,0,0,0,0,0,36000,,Yes,Florida Chalkboard Co.,,32703,PO Box 1360,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",407-889-4378,407-889-0087,MES-23-015,Bay Haven Bldg 1 Construction,Apopka,sales@floridachalkboard.com,"<p><span style=""font-size:8pt;"">Furnish and deliver the following. All material to be in strict accordance with approved submittals.  </span></p>
<p><span style=""font-size:8pt;""> </span></p>
<ol>
<li><span style=""font-size:8pt;"">(26) Claridge wall mounted 4'x8' Markerboards on 2-week quick ship</span></li>
<li><span style=""font-size:8pt;"">(15) Claridge wall mounted 4'x4' Tackboards on 2-week quick ship</span></li>
<li><span style=""font-size:8pt;"">(16) Claridge wall mounted 4'x8' Markerboards for November shipment</span></li>
<li><span style=""font-size:8pt;"">(8) Claridge wall mounted 4'x4' Tackboards for November shipment</span></li>
<li><span style=""font-size:8pt;"">(28) Claridge wall mounted 74EZ 17'x2"" Tack Strips with cork insert on 2-week quick ship</span></li>
<li><span style=""font-size:8pt;"">(2) Claridge wall mounted 74EZ 20'x2""Tack Strips with cork insert on 2-week quick ship</span></li>
<li><span style=""font-size:8pt;"">(60) Claridge 74EZES 2"" End Stops</span></li>
<li><span style=""font-size:8pt;"">Includes maprails, map hooks, flag holders, and flat tray accessories for markerboards</span></li>
<li><span style=""font-size:8pt;"">Shop Drawings and Samples to be provided for Owner and Architect selection and approval. Material to be supplied per selected Samples and approved Shop Drawings.</span></li>
<li>
<span style=""font-size:8pt;"">Includes delivery to jobsite. </span> </li>
</ol>
<p style=""text-align:center;""><br><br><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",9/25/2024,,,,,
23015.52,Jay's Fencing LLC,Purchase Order,Transformer Enclosure Fence,Synced,Approved,Yes,1375,5220,6595,0,0,0,0,0,6595,,Yes,Jay's Fencing LLC,,34241,6640 Ibis St,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-955-3085,941-955-3053,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,jaysfencing@live.com,"<p>Provide all labor &amp; material to furnish and install 8ft x 5ft 6ft tall black chain link L shaped enclosure one (1) 5ft walk gate. Posts will be plated to concrete. All hardware and labor included. Includes all fencing materials per Sarasota County Schools standard. All material black vinyl coated. Includes expansion anchor or concrete anchors for baseplates. </p>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",11/18/2024,,,,,
23015.521,KatGlass Studio,Purchase Order,Stained Glass,Synced,Approved,Yes,1000,17778.5,18778.5,0,0,0,0,0,18778.5,,Yes,KatGlass Studio,,33761,29146 US HWY 19 N,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,727-786-7070,MES-23-015,Bay Haven Bldg 1 Construction,Clearwater,,"<p><span style=""font-size:10pt;"">Provide complete design services for 10 stained glass transoms at The Bay Haven School of Basics Plus. </span></p>
<p><span style=""font-size:10.0pt;""><br>Includes:</span></p>
<ul>
<li><span style=""font-size:10.0pt;"">One (1) site visit</span></li>
<li><span style=""font-size:10.0pt;"">Concept design development </span></li>
<li><span style=""font-size:10.0pt;"">One (1) design revision based on owner comments as required.</span></li>
</ul>
<br><br><br>
<p style=""text-align:center;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></p>
<p> </p>",11/21/2024,,,,,
23015.04,"Play Space Services, Inc.",Subcontract,Playground Installation,Synced,Approved,Yes,280328.13,1500,281828.13,0,0,0,0,0,281828.13,,Yes,"Play Space Services, Inc.",,32934,3127 Skyway Circle #101,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",321-242-2216,321-775-0600,MES-23-015,Bay Haven Bldg 1 Construction,Melbourne,,"<p>$280,328.13</p>
<p> </p>
<p>CC 010.11-780.S</p>",1/2/2025,IS NOT,"$2,000,000 ","$2,000,000 ","$2,000,000 ",Mark Freeman
23015.041,Planet Picasso LLC,Subcontract,Building 1 Landscaping,Synced,Approved,Yes,19793,10370,30163,0,0,0,0,0,30163,,Yes,Planet Picasso LLC,,34234,1878 Northgate Blvd,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-356-2924,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><span style=""text-decoration:underline;"">CE #215 - Bay Haven Building 1 Landscaping</span></p>
<p>New Subcontract to Planet Picasso for $19,793.00. CC 010.02-800.S</p>
<p> </p>
<p>Subcontractor specific scope of work-</p>
<p>Provide complete landscaping package as outlined below. Includes all necessary labor, materials and equipment to perform the scope of work. </p>
<p>1. Furnish and install the plantings listed below:</p>
<ul>
<li><span style=""font-size:10pt;"">Grasses - Lemon, red feather , white feather, muhly , love , fakahatchee.  Mixed total 160 1g.</span></li>
<li><span style=""font-size:10pt;"">Dune sunflower – 35 qty, 1g</span></li>
<li><span style=""font-size:10pt;"">Native lantana – 35 qty, 1g</span></li>
<li><span style=""font-size:10pt;"">Coffee plant – 15 qty, 7g</span></li>
<li><span style=""font-size:10pt;"">Mammy croton – 15 qty, 7g</span></li>
<li><span style=""font-size:10pt;"">Firebush – 25 qty, 7g</span></li>
<li><span style=""font-size:10pt;"">Thyrallis – 25 qty, 7g</span></li>
<li><span style=""font-size:10pt;"">Coontie – 15 7g</span></li>
<li><span style=""font-size:10pt;"">Cardboard – 15 qty, 7g</span></li>
<li><span style=""font-size:10pt;"">Orange bird paradise – 10 qty, 7g</span></li>
<li><span style=""font-size:10pt;"">Total plants  350</span></li>
</ul>
<p>2. Furnish 1 (one) lot of food forest plantings as substantiated by proof of purchase / receipt at a value of $3,823.00. Installation by others. Includes delivery and offloading of material at the planting location. </p>
<p>3. Includes temporary water, plant material, compost, mulch, planter boxes and bed preparation.</p>
<p>4. Includes hardscaping material and installation (shell, crushed stone, rip rap, etc.).</p>",1/6/2025,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.522,New View Cleaning Services Inc,Purchase Order,Final Cleaning Phase II,Synced,Approved,Yes,3700,0,3700,0,0,0,0,0,3700,,Yes,New View Cleaning Services Inc,,34222-4008,2411 10th St Ct E Unit B,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-955-4090,941-955-4060,MES-23-015,Bay Haven Bldg 1 Construction,Ellenton,,"<p>Provide final cleaning of phase II north wing. Includes final construction clean of all surfaces, window cleaning inside and out, flooring, etc. </p>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>
<p><span style=""font-size:8pt;""> </span></p>",1/23/2025,,,,,
23015.523,"R.E. Johnson & Son, Inc.",Purchase Order,Portable Removal - Misc Addtl ,Synced,Approved,Yes,22680,0,22680,0,0,0,0,0,22680,,Yes,"R.E. Johnson & Son, Inc.",,34219,"dba Johnson Housemovers
6470 Jim Davis Rd",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-776-5312,941-776-2632,MES-23-015,Bay Haven Bldg 1 Construction,Parrish,,"<p> </p>
<p>Provide all labor, materials, and equipment required for Portable Classroom Relocation Project at Bay Haven- Ramps, Piers, Shed work , and to include all accessories required for a complete and proper installation, as required by and in strict accordance with this Purchase Order, and scope of work defined herein.       <br><br><br></p>
<ol>
<li>   Relocate 1-14’x10’ shed onsite to new location determined by contractor at Bay Haven School.140 sq ft @$12.00 per sq. ft. Line 9 on Bid#23-0137.    $1,680.00 </li>
<li>   Trunk Ramp relocation- 30 standard working hours to dismantle, transport, and reassemble trunk ramp on relocated building. 30hrs@$550 per standard working hour. Line 14 on Bid #23-0137 $16,500.00</li>
<li>   30 additional piers required for 10 buildings. Price includes cost of material and labor for installation. 30 piers @$150 per pier. *No additional retrofits or tie downs were required.   $4,500.00 </li>
</ol>
<p style=""text-align:center;""><br><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK<br></strong></em></p>",3/17/2025,,,,,
23015.524,"Babe's Plumbing, Inc.",Purchase Order,Domestic Backflow Repair,Synced,Approved,Yes,2800,0,2800,0,0,0,0,0,2800,,Yes,"Babe's Plumbing, Inc.",,34275,105 Bluegrass Ct.,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-488-4693,941-488-2402,MES-23-015,Bay Haven Bldg 1 Construction,Nokomis,,"<p style=""text-align:left;"">Provide backflow repair of the domestic backflow service at Bay Haven School of Basics Plus. Work performed 3/21/25.<br><br></p>
<p> </p>
<p style=""text-align:center;""> <span style=""font-size:8pt;""><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></span></p>",3/31/2025,,,,,
23015.042,"Cardinal Fence, LLC",Subcontract,Perimeter Fencing & Security G,Synced,Approved,Yes,72706,12492,85198,0,0,0,0,0,85198,,Yes,"Cardinal Fence, LLC",,33762,4460 107th Circle N,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,727-655-9757,MES-23-015,Bay Haven Bldg 1 Construction,Clearwater,,,4/16/2025,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.525,"Garcia Irrigation, LLC",Purchase Order,East Site Irrigation,Synced,Approved,Yes,6500,4000,10500,0,0,0,0,0,10500,,Yes,"Garcia Irrigation, LLC",,34221,2609 24th Ave East,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-526-5830,MES-23-015,Bay Haven Bldg 1 Construction,Palmetto,,"<p>Provide all labor, materials, and equipment required to completely furnish and install new irrigation per the attached exhibit drawing, and to include all accessories required for a complete and proper installation, as required by and in strict accordance with this Purchase Order, and scope of work defined herein.</p>
<p> </p>
<ul>
<li>Includes all labor, materials and equipment for a complete irrigation installation.</li>
<li>Includes tie-in to existing pump</li>
</ul>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>
<p> </p>",4/14/2025,,,,,
23015.526,"J.P. Services of Sarasota, LLC",Purchase Order,Bldg 5 Core Drilling,Synced,Approved,Yes,850,0,850,0,0,0,0,0,850,,Yes,"J.P. Services of Sarasota, LLC",,34243,"1840 61st Street, Bldg. A",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-756-2327,941-587-4362,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p>Provide all labor, materials, and equipment required for core drilling at Bay Haven Building #5 restroom, and to include all accessories required for a complete and proper installation, as required by and in strict accordance with this Purchase Order, and scope of work defined herein.</p>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",4/23/2025,,,,,
23015.527,Construction Moisture,Purchase Order,Bldg 7 Envelope Consultation,Synced,Approved,No,16340,-7742.5,8597.5,0,0,0,0,0,8597.5,,Yes,Construction Moisture,,33610-7368,"Consulting
4508 Oak Fair Blvd., Ste. 290",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,813-623-2323,MES-23-015,Bay Haven Bldg 1 Construction,Tampa,,"<p>Provide consulting services for exterior wall construction of the complete Bay Haven building #7. Includes consulting services as outlined by the Services Proposal prepared by Construction Moisture Consulting, CMC project no. 25-04017, included with this purchase order. Excludes a high-reach lift to be provided by others.  <br><br></p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",,,,,,
23015.528,Southland Concrete Creations,Purchase Order, Refurbish Cafeteria Floor,Synced,Approved,Yes,9490,0,9490,0,0,0,0,0,9490,,Yes,Southland Concrete Creations,,34250,PO Box 290,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",(941) 761-5718,941-721-4900,MES-23-015,Bay Haven Bldg 1 Construction,Terra Ceia,,"<p> </p>
<p>Provide polished concrete refurbishing of the Bay Haven Cafeteria as required by and in strict accordance with the Contract Documents, this Purchase Order, and scope of work defined herein.</p>
<ul>
<li>Includes all labor, materials and equipment for a complete refurbishing including high speed diamond burnish.</li>
<li>All operations to be dustless. Work to be complete prior to 7/11/25. </li>
</ul>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>
<p> </p>
<p> </p>",5/22/2025,,,,,
23015.529,Fisher Engineering,Purchase Order, Turf Area Drainage Design,Synced,Approved,Yes,13230,0,13230,0,0,0,0,0,13230,,Yes,Fisher Engineering,,342340,1817 Pinyon Pine Drive,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-203-8565,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,<p>Provide additional design services for the North Site Play Area as outlined by Fisher Engineering's proposal dated 6/4/25. </p>,7/17/2025,,,,,
23015.53,Spectra Contract Flooring,Purchase Order,PE Office Carpet,Synced,Approved,Yes,1384,0,1384,0,0,0,0,0,1384,,Yes,Spectra Contract Flooring,,33605,1802 Grant St  Ste 200,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-351-7740,941-351-7710,MES-23-015,Bay Haven Bldg 1 Construction,Tampa,,"<p><span style=""font-size:14.0pt;"">Furnish and install Tarkett Assertive Action Forge 6' carpet and 4"" black base in PE Office room 501. Includes scarification of existing floor as required. </span></p>
<p> </p>
<p><span style=""font-size:14.0pt;""><em><strong><span style=""font-size:9.5pt;"">ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</span></strong></em></span></p>
<p> </p>",8/12/2025,,,,,
23015.531,"Athletic Resources, Inc.",Purchase Order,Basketball Hoops,Synced,Approved,Yes,14900,0,14900,0,0,0,0,0,14900,,Yes,"Athletic Resources, Inc.",,34109,8162 Lowbank Dr,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,239-793-8900,MES-23-015,Bay Haven Bldg 1 Construction,Naples,,"<p>Furnish and install three (3) Jaypro Sports CMSS column mounted shooting stations as outlined below:</p>
<ol>
<li>Includes all labor, materials and equipment for a complete basketball hoop installation in accordance with the manufacturer's installation instructions. </li>
<li>Includes drilling metal building column flanges for installation. Includes all required hardware. </li>
<li>Basketball goals to be installed level. Installation heights to be provided prior to mobilization. </li>
<li>Includes clean-up of work area upon completion of installation. </li>
<li>Includes installation of three hoops via a single mobilization. Work to be performed on a Saturday or non-school hours. </li>
</ol>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",11/12/2025,,,,,
